minimum	maximum	average	serialNumber
0.4893611257894439	15.126038238187403	20.268938163514722	90210
0.7985779509786299	15.777725498214235	20.291838742988094	90210
0.11916519814363014	15.186613516878905	20.73698094710273	90210
0.05682225611008729	15.189992732843656	20.52918422318322	90210
0.6322652001430975	15.158612929103894	20.937559823315212	90210
0.028580193346387728	15.615620821442546	20.754609453146358	90210
0.9029609131495073	15.039753059455927	20.567445732134527	90210
0.5111089592027581	15.245599004665179	20.93242904896027	90210
0.1249558862062301	15.948750448568338	20.965580026196	90210
0.5397616970303853	15.4800169824801	20.655767083219693	90210
