minimum	maximum	average	serialNumber
0.9151903535537729	15.220106577654082	20.14134040413637	90210
0.7717826361220951	15.42891963166819	20.585234025752964	90210
0.7768015354678903	15.883530707873206	20.512176716839992	90210
0.5384139210362273	15.72580923185487	20.000519998147688	90210
0.14517143777428054	15.368121994277837	20.447041333638698	90210
0.609748145525379	15.524235120534524	20.792711959720034	90210
0.008007636461996426	15.75957841312553	20.331919420558823	90210
0.6968470950882636	15.688094274828362	20.15713822008002	90210
0.0035191974519116487	15.89652812421289	20.936559065863836	90210
0.842864174915646	15.880592426046968	20.199476852964757	90210
